case_id,modality,seed,perturbation,base_cut,perturbed_cut,exact_cut_match,Jaccard,obligation_coverage_match,optimal_equivalence_class_match,cost_regret,repair_success,recertification_success,new_critical_violations
h10-c6:text:1705:0629,text,1705,noncritical_metadata,"[""h10-c6:text:1705:0629:source""]","[""h10-c6:text:1705:0629:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0629,text,1705,cost_minus_0.05,"[""h10-c6:text:1705:0629:source""]","[""h10-c6:text:1705:0629:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0629,text,1705,cost_plus_0.05,"[""h10-c6:text:1705:0629:source""]","[""h10-c6:text:1705:0629:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0629,text,1705,cost_minus_0.10,"[""h10-c6:text:1705:0629:source""]","[""h10-c6:text:1705:0629:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0629,text,1705,cost_plus_0.10,"[""h10-c6:text:1705:0629:source""]","[""h10-c6:text:1705:0629:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0629,text,1705,equivalent_node_order,"[""h10-c6:text:1705:0629:source""]","[""h10-c6:text:1705:0629:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0629,text,1705,irrelevant_valid_evidence,"[""h10-c6:text:1705:0629:source""]","[""h10-c6:text:1705:0629:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0630,tabular,1701,gaussian_sigma_0.05,"[""h10-c6:tabular:1701:0630:source""]","[""h10-c6:tabular:1701:0630:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0630,tabular,1701,gaussian_sigma_0.10,"[""h10-c6:tabular:1701:0630:source""]","[""h10-c6:tabular:1701:0630:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0630,tabular,1701,noncritical_metadata,"[""h10-c6:tabular:1701:0630:source""]","[""h10-c6:tabular:1701:0630:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0630,tabular,1701,cost_minus_0.05,"[""h10-c6:tabular:1701:0630:source""]","[""h10-c6:tabular:1701:0630:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0630,tabular,1701,cost_plus_0.05,"[""h10-c6:tabular:1701:0630:source""]","[""h10-c6:tabular:1701:0630:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0630,tabular,1701,cost_minus_0.10,"[""h10-c6:tabular:1701:0630:source""]","[""h10-c6:tabular:1701:0630:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0630,tabular,1701,cost_plus_0.10,"[""h10-c6:tabular:1701:0630:source""]","[""h10-c6:tabular:1701:0630:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0630,tabular,1701,equivalent_node_order,"[""h10-c6:tabular:1701:0630:source""]","[""h10-c6:tabular:1701:0630:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0630,tabular,1701,irrelevant_valid_evidence,"[""h10-c6:tabular:1701:0630:source""]","[""h10-c6:tabular:1701:0630:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,embedding_noise_sigma_0.05,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,embedding_noise_sigma_0.10,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,whitespace,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,punctuation,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,fixed_dictionary_synonym,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,noncritical_metadata,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,cost_minus_0.05,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,cost_plus_0.05,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,cost_minus_0.10,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,cost_plus_0.10,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,equivalent_node_order,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0631,text,1702,irrelevant_valid_evidence,"[""h10-c6:text:1702:0631:source""]","[""h10-c6:text:1702:0631:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0632,tabular,1703,gaussian_sigma_0.05,"[""h10-c6:tabular:1703:0632:source""]","[""h10-c6:tabular:1703:0632:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0632,tabular,1703,gaussian_sigma_0.10,"[""h10-c6:tabular:1703:0632:source""]","[""h10-c6:tabular:1703:0632:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0632,tabular,1703,noncritical_metadata,"[""h10-c6:tabular:1703:0632:source""]","[""h10-c6:tabular:1703:0632:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0632,tabular,1703,cost_minus_0.05,"[""h10-c6:tabular:1703:0632:source""]","[""h10-c6:tabular:1703:0632:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0632,tabular,1703,cost_plus_0.05,"[""h10-c6:tabular:1703:0632:source""]","[""h10-c6:tabular:1703:0632:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0632,tabular,1703,cost_minus_0.10,"[""h10-c6:tabular:1703:0632:source""]","[""h10-c6:tabular:1703:0632:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0632,tabular,1703,cost_plus_0.10,"[""h10-c6:tabular:1703:0632:source""]","[""h10-c6:tabular:1703:0632:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0632,tabular,1703,equivalent_node_order,"[""h10-c6:tabular:1703:0632:source""]","[""h10-c6:tabular:1703:0632:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0632,tabular,1703,irrelevant_valid_evidence,"[""h10-c6:tabular:1703:0632:source""]","[""h10-c6:tabular:1703:0632:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,embedding_noise_sigma_0.05,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,embedding_noise_sigma_0.10,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,whitespace,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,punctuation,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,fixed_dictionary_synonym,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,noncritical_metadata,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,cost_minus_0.05,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,cost_plus_0.05,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,cost_minus_0.10,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,cost_plus_0.10,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,equivalent_node_order,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0633,text,1704,irrelevant_valid_evidence,"[""h10-c6:text:1704:0633:source""]","[""h10-c6:text:1704:0633:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0634,tabular,1705,gaussian_sigma_0.05,"[""h10-c6:tabular:1705:0634:source""]","[""h10-c6:tabular:1705:0634:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0634,tabular,1705,gaussian_sigma_0.10,"[""h10-c6:tabular:1705:0634:source""]","[""h10-c6:tabular:1705:0634:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0634,tabular,1705,noncritical_metadata,"[""h10-c6:tabular:1705:0634:source""]","[""h10-c6:tabular:1705:0634:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0634,tabular,1705,cost_minus_0.05,"[""h10-c6:tabular:1705:0634:source""]","[""h10-c6:tabular:1705:0634:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0634,tabular,1705,cost_plus_0.05,"[""h10-c6:tabular:1705:0634:source""]","[""h10-c6:tabular:1705:0634:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0634,tabular,1705,cost_minus_0.10,"[""h10-c6:tabular:1705:0634:source""]","[""h10-c6:tabular:1705:0634:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0634,tabular,1705,cost_plus_0.10,"[""h10-c6:tabular:1705:0634:source""]","[""h10-c6:tabular:1705:0634:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0634,tabular,1705,equivalent_node_order,"[""h10-c6:tabular:1705:0634:source""]","[""h10-c6:tabular:1705:0634:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0634,tabular,1705,irrelevant_valid_evidence,"[""h10-c6:tabular:1705:0634:source""]","[""h10-c6:tabular:1705:0634:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,embedding_noise_sigma_0.05,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,embedding_noise_sigma_0.10,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,whitespace,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,punctuation,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,fixed_dictionary_synonym,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,noncritical_metadata,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,cost_minus_0.05,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,cost_plus_0.05,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,cost_minus_0.10,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,cost_plus_0.10,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,equivalent_node_order,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0635,text,1701,irrelevant_valid_evidence,"[""h10-c6:text:1701:0635:source""]","[""h10-c6:text:1701:0635:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0636,tabular,1702,gaussian_sigma_0.05,"[""h10-c6:tabular:1702:0636:source""]","[""h10-c6:tabular:1702:0636:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0636,tabular,1702,gaussian_sigma_0.10,"[""h10-c6:tabular:1702:0636:source""]","[""h10-c6:tabular:1702:0636:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0636,tabular,1702,noncritical_metadata,"[""h10-c6:tabular:1702:0636:source""]","[""h10-c6:tabular:1702:0636:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0636,tabular,1702,cost_minus_0.05,"[""h10-c6:tabular:1702:0636:source""]","[""h10-c6:tabular:1702:0636:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0636,tabular,1702,cost_plus_0.05,"[""h10-c6:tabular:1702:0636:source""]","[""h10-c6:tabular:1702:0636:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0636,tabular,1702,cost_minus_0.10,"[""h10-c6:tabular:1702:0636:source""]","[""h10-c6:tabular:1702:0636:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0636,tabular,1702,cost_plus_0.10,"[""h10-c6:tabular:1702:0636:source""]","[""h10-c6:tabular:1702:0636:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0636,tabular,1702,equivalent_node_order,"[""h10-c6:tabular:1702:0636:source""]","[""h10-c6:tabular:1702:0636:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0636,tabular,1702,irrelevant_valid_evidence,"[""h10-c6:tabular:1702:0636:source""]","[""h10-c6:tabular:1702:0636:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,embedding_noise_sigma_0.05,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,embedding_noise_sigma_0.10,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,whitespace,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,punctuation,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,fixed_dictionary_synonym,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,noncritical_metadata,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,cost_minus_0.05,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,cost_plus_0.05,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,cost_minus_0.10,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,cost_plus_0.10,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,equivalent_node_order,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0637,text,1703,irrelevant_valid_evidence,"[""h10-c6:text:1703:0637:source""]","[""h10-c6:text:1703:0637:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0638,tabular,1704,gaussian_sigma_0.05,"[""h10-c6:tabular:1704:0638:source""]","[""h10-c6:tabular:1704:0638:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0638,tabular,1704,gaussian_sigma_0.10,"[""h10-c6:tabular:1704:0638:source""]","[""h10-c6:tabular:1704:0638:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0638,tabular,1704,noncritical_metadata,"[""h10-c6:tabular:1704:0638:source""]","[""h10-c6:tabular:1704:0638:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0638,tabular,1704,cost_minus_0.05,"[""h10-c6:tabular:1704:0638:source""]","[""h10-c6:tabular:1704:0638:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0638,tabular,1704,cost_plus_0.05,"[""h10-c6:tabular:1704:0638:source""]","[""h10-c6:tabular:1704:0638:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0638,tabular,1704,cost_minus_0.10,"[""h10-c6:tabular:1704:0638:source""]","[""h10-c6:tabular:1704:0638:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0638,tabular,1704,cost_plus_0.10,"[""h10-c6:tabular:1704:0638:source""]","[""h10-c6:tabular:1704:0638:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0638,tabular,1704,equivalent_node_order,"[""h10-c6:tabular:1704:0638:source""]","[""h10-c6:tabular:1704:0638:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0638,tabular,1704,irrelevant_valid_evidence,"[""h10-c6:tabular:1704:0638:source""]","[""h10-c6:tabular:1704:0638:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,embedding_noise_sigma_0.05,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,embedding_noise_sigma_0.10,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,whitespace,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,punctuation,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,fixed_dictionary_synonym,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,noncritical_metadata,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,cost_minus_0.05,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,cost_plus_0.05,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,cost_minus_0.10,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,cost_plus_0.10,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,equivalent_node_order,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0639,text,1705,irrelevant_valid_evidence,"[""h10-c6:text:1705:0639:source""]","[""h10-c6:text:1705:0639:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0640,tabular,1701,gaussian_sigma_0.05,"[""h10-c6:tabular:1701:0640:source""]","[""h10-c6:tabular:1701:0640:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0640,tabular,1701,gaussian_sigma_0.10,"[""h10-c6:tabular:1701:0640:source""]","[""h10-c6:tabular:1701:0640:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0640,tabular,1701,noncritical_metadata,"[""h10-c6:tabular:1701:0640:source""]","[""h10-c6:tabular:1701:0640:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0640,tabular,1701,cost_minus_0.05,"[""h10-c6:tabular:1701:0640:source""]","[""h10-c6:tabular:1701:0640:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0640,tabular,1701,cost_plus_0.05,"[""h10-c6:tabular:1701:0640:source""]","[""h10-c6:tabular:1701:0640:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0640,tabular,1701,cost_minus_0.10,"[""h10-c6:tabular:1701:0640:source""]","[""h10-c6:tabular:1701:0640:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0640,tabular,1701,cost_plus_0.10,"[""h10-c6:tabular:1701:0640:source""]","[""h10-c6:tabular:1701:0640:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0640,tabular,1701,equivalent_node_order,"[""h10-c6:tabular:1701:0640:source""]","[""h10-c6:tabular:1701:0640:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0640,tabular,1701,irrelevant_valid_evidence,"[""h10-c6:tabular:1701:0640:source""]","[""h10-c6:tabular:1701:0640:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,embedding_noise_sigma_0.05,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,embedding_noise_sigma_0.10,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,whitespace,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,punctuation,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,fixed_dictionary_synonym,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,noncritical_metadata,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,cost_minus_0.05,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,cost_plus_0.05,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,cost_minus_0.10,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,cost_plus_0.10,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,equivalent_node_order,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0641,text,1702,irrelevant_valid_evidence,"[""h10-c6:text:1702:0641:source""]","[""h10-c6:text:1702:0641:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0642,tabular,1703,gaussian_sigma_0.05,"[""h10-c6:tabular:1703:0642:source""]","[""h10-c6:tabular:1703:0642:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0642,tabular,1703,gaussian_sigma_0.10,"[""h10-c6:tabular:1703:0642:source""]","[""h10-c6:tabular:1703:0642:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0642,tabular,1703,noncritical_metadata,"[""h10-c6:tabular:1703:0642:source""]","[""h10-c6:tabular:1703:0642:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0642,tabular,1703,cost_minus_0.05,"[""h10-c6:tabular:1703:0642:source""]","[""h10-c6:tabular:1703:0642:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0642,tabular,1703,cost_plus_0.05,"[""h10-c6:tabular:1703:0642:source""]","[""h10-c6:tabular:1703:0642:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0642,tabular,1703,cost_minus_0.10,"[""h10-c6:tabular:1703:0642:source""]","[""h10-c6:tabular:1703:0642:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0642,tabular,1703,cost_plus_0.10,"[""h10-c6:tabular:1703:0642:source""]","[""h10-c6:tabular:1703:0642:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0642,tabular,1703,equivalent_node_order,"[""h10-c6:tabular:1703:0642:source""]","[""h10-c6:tabular:1703:0642:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0642,tabular,1703,irrelevant_valid_evidence,"[""h10-c6:tabular:1703:0642:source""]","[""h10-c6:tabular:1703:0642:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0643,text,1704,embedding_noise_sigma_0.05,"[""h10-c6:text:1704:0643:source""]","[""h10-c6:text:1704:0643:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0643,text,1704,embedding_noise_sigma_0.10,"[""h10-c6:text:1704:0643:source""]","[""h10-c6:text:1704:0643:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0643,text,1704,whitespace,"[""h10-c6:text:1704:0643:source""]","[""h10-c6:text:1704:0643:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0643,text,1704,punctuation,"[""h10-c6:text:1704:0643:source""]","[""h10-c6:text:1704:0643:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0643,text,1704,fixed_dictionary_synonym,"[""h10-c6:text:1704:0643:source""]","[""h10-c6:text:1704:0643:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0643,text,1704,noncritical_metadata,"[""h10-c6:text:1704:0643:source""]","[""h10-c6:text:1704:0643:source""]",True,1.0,True,True,0.0,True,True,0
