case_id,pipeline_id,complexity_stratum,perturbation_id,node_multiplier,edge_multiplier,human_multiplier,cost_registry_sha256,gold_cut_set,fuzzyxai_cut,baseline_cut,fuzzyxai_membership,baseline_membership,fuzzyxai_recertification,baseline_recertification,repair_baseline_recertification,false_certification,new_critical_violations
h10-c3:protocol_validation:timeseries-sensors:00653,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00654,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00655,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00656,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00657,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00658,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,[],[],"[""greedy-global-023"", ""greedy-single-1""]",False,False,False,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00659,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00660,timeseries-sensors,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00661,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00662,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00663,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00664,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00665,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00666,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00667,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00668,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00669,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00670,timeseries-sensors,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00671,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00672,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00673,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00674,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00675,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00676,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00677,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00678,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00679,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,[],[],"[""greedy-global-023"", ""greedy-single-1""]",False,False,False,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00680,timeseries-sensors,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00681,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00682,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00683,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00684,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00685,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00686,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00687,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00688,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00689,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00690,timeseries-sensors,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00691,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00692,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00693,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00694,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00695,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00696,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00697,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00698,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00699,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00700,timeseries-sensors,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00701,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00702,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00703,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00704,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00705,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00706,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00707,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00708,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,[],[],"[""greedy-global-023"", ""greedy-single-1""]",False,False,False,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00709,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00710,timeseries-sensors,S1,node_down_edge_up,0.8,1.2,1.0,23a2f2432248979df7ec3d38fd04cf52953feb94492856e11b21651960a1a6e7,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00711,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00712,timeseries-sensors,S2,node_down_edge_up,0.8,1.2,1.0,75b1192affd971d791cacd2f07e33f4304add866ddacbf84015578105ab376c9,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00713,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00714,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00715,timeseries-sensors,S3,node_down_edge_up,0.8,1.2,1.0,c60cd577702f6b231f4cdee85fa6a739b34f7a9d5786b7addd1b915eb6575694,"[[""greedy-global-023"", ""greedy-single-1""], [""greedy-global-023"", ""optimal-pair-01""]]","[""greedy-global-023"", ""optimal-pair-01""]","[""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00716,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00717,timeseries-sensors,S4,node_down_edge_up,0.8,1.2,1.0,a901a69fd30869489571b8fa186f723cf2aead7e088dae5a80b39a02fccea052,"[[""alternative-global-a""]]","[""alternative-global-a""]","[""greedy-global-023"", ""greedy-single-1""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:timeseries-sensors:00718,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:timeseries-sensors:00719,timeseries-sensors,S5,node_down_edge_up,0.8,1.2,1.0,bd7fb907e7e2cdd46c7952fd5fae2bdf556ea7bb275b39286e941894f575ed68,"[[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""], [""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]]","[""fallback-known-4"", ""greedy-global-023"", ""optimal-pair-01""]","[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00000,tabular-credit,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:tabular-credit:00001,tabular-credit,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
